Ukazatel,Roky,Věk (jednoleté skupiny),"ČR, Reg. soudržnosti, Kraje",value
Míry plodnosti,2024,32,Středočeský kraj,93.95452024
Míry plodnosti,2024,32,Jihočeský kraj,95.82806574
Míry plodnosti,2024,32,Plzeňský kraj,81.15183246
Míry plodnosti,2024,32,Karlovarský kraj,55.98114319
Míry plodnosti,2024,32,Ústecký kraj,76.09838133
Míry plodnosti,2024,32,Liberecký kraj,87.49069248
Míry plodnosti,2024,32,Královéhradecký kraj,90.51590979
Míry plodnosti,2024,32,Pardubický kraj,97.95412275
Míry plodnosti,2024,32,Kraj Vysočina,103.5474593
Míry plodnosti,2024,32,Jihomoravský kraj,96.36295463
Míry plodnosti,2024,32,Olomoucký kraj,88.87720221
Míry plodnosti,2024,32,Zlínský kraj,107.2455434
Míry plodnosti,2024,32,Moravskoslezský kraj,83.34488975
Míry plodnosti,2024,33,Česko,85.78894301
Míry plodnosti,2024,33,Praha,95.97233903
Míry plodnosti,2024,33,Střední Čechy,84.50106157
Míry plodnosti,2024,33,Jihozápad,83.03113668
Míry plodnosti,2024,33,Severozápad,62.26612783
Míry plodnosti,2024,33,Severovýchod,82.64815804
Míry plodnosti,2024,33,Jihovýchod,95.14614237
Míry plodnosti,2024,33,Střední Morava,92.57748777
Míry plodnosti,2024,33,Moravskoslezsko,79.82409382
Míry plodnosti,2024,33,Hlavní město Praha,95.97233903
Míry plodnosti,2024,33,Středočeský kraj,84.50106157
Míry plodnosti,2024,33,Jihočeský kraj,83.02261994
Míry plodnosti,2024,33,Plzeňský kraj,83.03975843
Míry plodnosti,2024,33,Karlovarský kraj,51.92629816
Míry plodnosti,2024,33,Ústecký kraj,66.05316973
Míry plodnosti,2024,33,Liberecký kraj,74.80314961
Míry plodnosti,2024,33,Královéhradecký kraj,80.25439128
Míry plodnosti,2024,33,Pardubický kraj,91.77118385
Míry plodnosti,2024,33,Kraj Vysočina,89.00687071
Míry plodnosti,2024,33,Jihomoravský kraj,97.54608717
Míry plodnosti,2024,33,Olomoucký kraj,89.61408961
Míry plodnosti,2024,33,Zlínský kraj,95.85121602
Míry plodnosti,2024,33,Moravskoslezský kraj,79.82409382
Míry plodnosti,2024,34,Česko,73.62748304
Míry plodnosti,2024,34,Praha,85.15792416
Míry plodnosti,2024,34,Střední Čechy,73.62798492
Míry plodnosti,2024,34,Jihozápad,66.63326653
Míry plodnosti,2024,34,Severozápad,56.26674606
Míry plodnosti,2024,34,Severovýchod,75.40318274
Míry plodnosti,2024,34,Jihovýchod,78.77075238
Míry plodnosti,2024,34,Střední Morava,78.34482759
Míry plodnosti,2024,34,Moravskoslezsko,65.47860132
Míry plodnosti,2024,34,Hlavní město Praha,85.15792416
Míry plodnosti,2024,34,Středočeský kraj,73.62798492
Míry plodnosti,2024,34,Jihočeský kraj,68.37394331
Míry plodnosti,2024,34,Plzeňský kraj,64.86622918
Míry plodnosti,2024,34,Karlovarský kraj,43.47826087
Míry plodnosti,2024,34,Ústecký kraj,61.09061091
Míry plodnosti,2024,34,Liberecký kraj,69.28571429
Míry plodnosti,2024,34,Královéhradecký kraj,80.78668684
Míry plodnosti,2024,34,Pardubický kraj,75.1995089
Míry plodnosti,2024,34,Kraj Vysočina,77.91787908
Míry plodnosti,2024,34,Jihomoravský kraj,79.09124043
Míry plodnosti,2024,34,Olomoucký kraj,70.74371599
Míry plodnosti,2024,34,Zlínský kraj,86.99498673
Míry plodnosti,2024,34,Moravskoslezský kraj,65.47860132
Míry plodnosti,2024,35,Česko,63.95903479
Míry plodnosti,2024,35,Praha,76.30595314
Míry plodnosti,2024,35,Střední Čechy,66.44824409
Míry plodnosti,2024,35,Jihozápad,61.57849089
Míry plodnosti,2024,35,Severozápad,49.20212766
Míry plodnosti,2024,35,Severovýchod,63.14243759
Míry plodnosti,2024,35,Jihovýchod,64.70588235
Míry plodnosti,2024,35,Střední Morava,64.70588235
Míry plodnosti,2024,35,Moravskoslezsko,57.68973364
Míry plodnosti,2024,35,Hlavní město Praha,76.30595314
Míry plodnosti,2024,35,Středočeský kraj,66.44824409
Míry plodnosti,2024,35,Jihočeský kraj,70.15834348
Míry plodnosti,2024,35,Plzeňský kraj,52.69793243
Míry plodnosti,2024,35,Karlovarský kraj,46.75467547
Míry plodnosti,2024,35,Ústecký kraj,50.1010101
Míry plodnosti,2024,35,Liberecký kraj,53.55267763
Míry plodnosti,2024,35,Královéhradecký kraj,66.66666667
Míry plodnosti,2024,35,Pardubický kraj,67.82713085
Míry plodnosti,2024,35,Kraj Vysočina,58.68927291
Míry plodnosti,2024,35,Jihomoravský kraj,66.9229845
Míry plodnosti,2024,35,Olomoucký kraj,65.35778869
Míry plodnosti,2024,35,Zlínský kraj,63.97208491
Míry plodnosti,2024,35,Moravskoslezský kraj,57.68973364
Míry plodnosti,2024,36,Česko,53.58110079
Míry plodnosti,2024,36,Praha,63.8221262
Míry plodnosti,2024,36,Střední Čechy,48.77563209
Míry plodnosti,2024,36,Jihozápad,51.77953534
Míry plodnosti,2024,36,Severozápad,42.4215643
Míry plodnosti,2024,36,Severovýchod,52.16126351
Míry plodnosti,2024,36,Jihovýchod,56.88282139
Míry plodnosti,2024,36,Střední Morava,58.6655927
Míry plodnosti,2024,36,Moravskoslezsko,48.61390117
Míry plodnosti,2024,36,Hlavní město Praha,63.8221262
Míry plodnosti,2024,36,Středočeský kraj,48.77563209
Míry plodnosti,2024,36,Jihočeský kraj,54.95317891
Míry plodnosti,2024,36,Plzeňský kraj,48.58701041
Míry plodnosti,2024,36,Karlovarský kraj,34.76371537
Míry plodnosti,2024,36,Ústecký kraj,45.27081649
Míry plodnosti,2024,36,Liberecký kraj,51.23796424
Míry plodnosti,2024,36,Královéhradecký kraj,53.43283582
Míry plodnosti,2024,36,Pardubický kraj,51.69340463
Míry plodnosti,2024,36,Kraj Vysočina,57.4302401
Míry plodnosti,2024,36,Jihomoravský kraj,56.68064709
Míry plodnosti,2024,36,Olomoucký kraj,57.10659898
Míry plodnosti,2024,36,Zlínský kraj,60.41607296
Míry plodnosti,2024,36,Moravskoslezský kraj,48.61390117
Míry plodnosti,2024,37,Česko,42.38300236
Míry plodnosti,2024,37,Praha,53.88739946
Míry plodnosti,2024,37,Střední Čechy,39.03785489
Míry plodnosti,2024,37,Jihozápad,38.37611056
Míry plodnosti,2024,37,Severozápad,31.97631384
Míry plodnosti,2024,37,Severovýchod,40.79475798
Míry plodnosti,2024,37,Jihovýchod,43.50468913
Míry plodnosti,2024,37,Střední Morava,46.39591178
Míry plodnosti,2024,37,Moravskoslezsko,39.71362961
Míry plodnosti,2024,37,Hlavní město Praha,53.88739946
Míry plodnosti,2024,37,Středočeský kraj,39.03785489
Míry plodnosti,2024,37,Jihočeský kraj,43.14406149
Míry plodnosti,2024,37,Plzeňský kraj,33.65266519
Míry plodnosti,2024,37,Karlovarský kraj,24.97285559
Míry plodnosti,2024,37,Ústecký kraj,34.60207612
Míry plodnosti,2024,37,Liberecký kraj,37.67003837
Míry plodnosti,2024,37,Královéhradecký kraj,38.86712865
Míry plodnosti,2024,37,Pardubický kraj,45.48229548
Míry plodnosti,2024,37,Kraj Vysočina,39.68
Míry plodnosti,2024,37,Jihomoravský kraj,44.92909069
Míry plodnosti,2024,37,Olomoucký kraj,47.06181633
Míry plodnosti,2024,37,Zlínský kraj,45.64907275
Míry plodnosti,2024,37,Moravskoslezský kraj,39.71362961
Míry plodnosti,2024,38,Česko,33.70433595
Míry plodnosti,2024,38,Praha,44.45625221
Míry plodnosti,2024,38,Střední Čechy,32.30444785
Míry plodnosti,2024,38,Jihozápad,32.27763621
Míry plodnosti,2024,38,Severozápad,27.91915079
Míry plodnosti,2024,38,Severovýchod,32.18438538
Míry plodnosti,2024,38,Jihovýchod,35.31109413
Míry plodnosti,2024,38,Střední Morava,34.55665684
Míry plodnosti,2024,38,Moravskoslezsko,24.92004264
Míry plodnosti,2024,38,Hlavní město Praha,44.45625221
Míry plodnosti,2024,38,Středočeský kraj,32.30444785
Míry plodnosti,2024,38,Jihočeský kraj,34.82099068
Míry plodnosti,2024,38,Plzeňský kraj,29.78621187
Míry plodnosti,2024,38,Karlovarský kraj,26.18920363
Míry plodnosti,2024,38,Ústecký kraj,28.56572113
Míry plodnosti,2024,38,Liberecký kraj,30.68340307
Míry plodnosti,2024,38,Královéhradecký kraj,35.79812207
Míry plodnosti,2024,38,Pardubický kraj,29.79737783
Míry plodnosti,2024,38,Kraj Vysočina,36.27906977
Míry plodnosti,2024,38,Jihomoravský kraj,34.94623656
Míry plodnosti,2024,38,Olomoucký kraj,32.59753593
Míry plodnosti,2024,38,Zlínský kraj,36.69467787
Míry plodnosti,2024,38,Moravskoslezský kraj,24.92004264
Míry plodnosti,2024,39,Česko,26.15422065
Míry plodnosti,2024,39,Praha,32.05413587
Míry plodnosti,2024,39,Střední Čechy,27.23332077
Míry plodnosti,2024,39,Jihozápad,25.04134184
Míry plodnosti,2024,39,Severozápad,23.59033372
Míry plodnosti,2024,39,Severovýchod,24.53306411
Míry plodnosti,2024,39,Jihovýchod,24.07204781
Míry plodnosti,2024,39,Střední Morava,30.91684435
Míry plodnosti,2024,39,Moravskoslezsko,20.01352265
Míry plodnosti,2024,39,Hlavní město Praha,32.05413587
Míry plodnosti,2024,39,Středočeský kraj,27.23332077
Míry plodnosti,2024,39,Jihočeský kraj,27.45285271
Míry plodnosti,2024,39,Plzeňský kraj,22.67944821
Míry plodnosti,2024,39,Karlovarský kraj,16.23036649
Míry plodnosti,2024,39,Ústecký kraj,26.37842126
Míry plodnosti,2024,39,Liberecký kraj,22.12389381
Míry plodnosti,2024,39,Královéhradecký kraj,26.41295087
Míry plodnosti,2024,39,Pardubický kraj,24.66627974
Míry plodnosti,2024,39,Kraj Vysočina,20.20820576
Míry plodnosti,2024,39,Jihomoravský kraj,25.53685432
Míry plodnosti,2024,39,Olomoucký kraj,33.06639111
Míry plodnosti,2024,39,Zlínský kraj,28.62647949
Míry plodnosti,2024,39,Moravskoslezský kraj,20.01352265
Míry plodnosti,2024,40,Česko,21.23619715
Míry plodnosti,2024,40,Praha,29.36699794
Míry plodnosti,2024,40,Střední Čechy,20.84306945
Míry plodnosti,2024,40,Jihozápad,18.55092755
Míry plodnosti,2024,40,Severozápad,17.23401225
Míry plodnosti,2024,40,Severovýchod,17.71255061
Míry plodnosti,2024,40,Jihovýchod,22.00488998
Míry plodnosti,2024,40,Střední Morava,21.99683878
Míry plodnosti,2024,40,Moravskoslezsko,19.15093076
Míry plodnosti,2024,40,Hlavní město Praha,29.36699794
Míry plodnosti,2024,40,Středočeský kraj,20.84306945
Míry plodnosti,2024,40,Jihočeský kraj,19.65892942
Míry plodnosti,2024,40,Plzeňský kraj,17.47528167
Míry plodnosti,2024,40,Karlovarský kraj,20.63492063
Míry plodnosti,2024,40,Ústecký kraj,15.9812902
Míry plodnosti,2024,40,Liberecký kraj,20.57749751
Míry plodnosti,2024,40,Královéhradecký kraj,17.38882554
Míry plodnosti,2024,40,Pardubický kraj,15.48079786
Míry plodnosti,2024,40,Kraj Vysočina,22.90555381
Míry plodnosti,2024,40,Jihomoravský kraj,21.67396818
Míry plodnosti,2024,40,Olomoucký kraj,19.66717095
Míry plodnosti,2024,40,Zlínský kraj,24.54495312
Míry plodnosti,2024,40,Moravskoslezský kraj,19.15093076
Míry plodnosti,2024,41,Česko,12.49400607
Míry plodnosti,2024,41,Praha,16.82778375
Míry plodnosti,2024,41,Střední Čechy,11.43850659
Míry plodnosti,2024,41,Jihozápad,11.95866713
Míry plodnosti,2024,41,Severozápad,10.79641054
Míry plodnosti,2024,41,Severovýchod,12.3730007
Míry plodnosti,2024,41,Jihovýchod,11.81167859
Míry plodnosti,2024,41,Střední Morava,13.72345935
Míry plodnosti,2024,41,Moravskoslezsko,9.80911983
Míry plodnosti,2024,41,Hlavní město Praha,16.82778375
Míry plodnosti,2024,41,Středočeský kraj,11.43850659
Míry plodnosti,2024,41,Jihočeský kraj,13.09022908
Míry plodnosti,2024,41,Plzeňský kraj,10.84198385
Míry plodnosti,2024,41,Karlovarský kraj,9.473684211
Míry plodnosti,2024,41,Ústecký kraj,11.27675841
Míry plodnosti,2024,41,Liberecký kraj,13.78404989
Míry plodnosti,2024,41,Královéhradecký kraj,10.20408163
Míry plodnosti,2024,41,Pardubický kraj,13.36898396
Míry plodnosti,2024,41,Kraj Vysočina,12.01108716
Míry plodnosti,2024,41,Jihomoravský kraj,11.73789174
Míry plodnosti,2024,41,Olomoucký kraj,12.95210166
Míry plodnosti,2024,41,Zlínský kraj,14.59251101
Míry plodnosti,2024,41,Moravskoslezský kraj,9.80911983
Míry plodnosti,2024,42,Česko,8.145131433
Míry plodnosti,2024,42,Praha,10.39971062
Míry plodnosti,2024,42,Střední Čechy,8.924547012
Míry plodnosti,2024,42,Jihozápad,8.736636395
Míry plodnosti,2024,42,Severozápad,5.440089273
Míry plodnosti,2024,42,Severovýchod,7.24062686
Míry plodnosti,2024,42,Jihovýchod,7.813142528
Míry plodnosti,2024,42,Střední Morava,7.815454431
Míry plodnosti,2024,42,Moravskoslezsko,7.666442502
Míry plodnosti,2024,42,Hlavní město Praha,10.39971062
Míry plodnosti,2024,42,Středočeský kraj,8.924547012
Míry plodnosti,2024,42,Jihočeský kraj,8.236101579
Míry plodnosti,2024,42,Plzeňský kraj,9.242144177
Míry plodnosti,2024,42,Karlovarský kraj,3.64393545
Míry plodnosti,2024,42,Ústecký kraj,6.097560976
Míry plodnosti,2024,42,Liberecký kraj,8.83797054
Míry plodnosti,2024,42,Královéhradecký kraj,6.462489463
Míry plodnosti,2024,42,Pardubický kraj,6.632064591
Míry plodnosti,2024,42,Kraj Vysočina,6.900690069
Míry plodnosti,2024,42,Jihomoravský kraj,8.15771584
Míry plodnosti,2024,42,Olomoucký kraj,6.193425441
Míry plodnosti,2024,42,Zlínský kraj,9.638554217
Míry plodnosti,2024,42,Moravskoslezský kraj,7.666442502
Míry plodnosti,2024,43,Česko,4.868473727
Míry plodnosti,2024,43,Praha,6.81492109
Míry plodnosti,2024,43,Střední Čechy,5.091739092
Míry plodnosti,2024,43,Jihozápad,5.671077505
Míry plodnosti,2024,43,Severozápad,4.617055948
Míry plodnosti,2024,43,Severovýchod,3.380336102
Míry plodnosti,2024,43,Jihovýchod,4.571703561
Míry plodnosti,2024,43,Střední Morava,4.398826979
Míry plodnosti,2024,43,Moravskoslezsko,3.983534723
Míry plodnosti,2024,43,Hlavní město Praha,6.81492109
Míry plodnosti,2024,43,Středočeský kraj,5.091739092
Míry plodnosti,2024,43,Jihočeský kraj,5.524861878
Míry plodnosti,2024,43,Plzeňský kraj,5.81915846
Míry plodnosti,2024,43,Karlovarský kraj,3.598971722
Míry plodnosti,2024,43,Ústecký kraj,4.98246909
Míry plodnosti,2024,43,Liberecký kraj,3.796267004
Míry plodnosti,2024,43,Královéhradecký kraj,3.864200938
Míry plodnosti,2024,43,Pardubický kraj,2.521008403
Míry plodnosti,2024,43,Kraj Vysočina,4.387247733
Míry plodnosti,2024,43,Jihomoravský kraj,4.641396839
Míry plodnosti,2024,43,Olomoucký kraj,3.694296929
Míry plodnosti,2024,43,Zlínský kraj,5.190760446
Míry plodnosti,2024,43,Moravskoslezský kraj,3.983534723
Míry plodnosti,2024,44,Česko,3.244724319
Míry plodnosti,2024,44,Praha,6.207532925
Míry plodnosti,2024,44,Střední Čechy,3.009353396
Míry plodnosti,2024,44,Jihozápad,2.09292591
Míry plodnosti,2024,44,Severozápad,2.35177621
Míry plodnosti,2024,44,Severovýchod,3.480899679
Míry plodnosti,2024,44,Jihovýchod,2.883156297
Míry plodnosti,2024,44,Střední Morava,2.068490002
Míry plodnosti,2024,44,Moravskoslezsko,3.021148036
Míry plodnosti,2024,44,Hlavní město Praha,6.207532925
Míry plodnosti,2024,44,Středočeský kraj,3.009353396
Míry plodnosti,2024,44,Jihočeský kraj,2.696535988
Míry plodnosti,2024,44,Plzeňský kraj,1.478352693
Míry plodnosti,2024,44,Karlovarský kraj,3.277153558
Míry plodnosti,2024,44,Ústecký kraj,2.019182231
Míry plodnosti,2024,44,Liberecký kraj,3.271861987
Míry plodnosti,2024,44,Královéhradecký kraj,4.335628666
Míry plodnosti,2024,44,Pardubický kraj,2.805406784
Míry plodnosti,2024,44,Kraj Vysočina,2.769315979
Míry plodnosti,2024,44,Jihomoravský kraj,2.926115582
Míry plodnosti,2024,44,Olomoucký kraj,2.631578947
Míry plodnosti,2024,44,Zlínský kraj,1.448575567
Míry plodnosti,2024,44,Moravskoslezský kraj,3.021148036
Míry plodnosti,2024,45,Česko,1.752798824
Míry plodnosti,2024,45,Praha,2.490960225
Míry plodnosti,2024,45,Střední Čechy,2.206665652
Míry plodnosti,2024,45,Jihozápad,1.38709997
Míry plodnosti,2024,45,Severozápad,1.382170007
Míry plodnosti,2024,45,Severovýchod,1.411491199
Míry plodnosti,2024,45,Jihovýchod,1.68128655
Míry plodnosti,2024,45,Střední Morava,1.389928365
Míry plodnosti,2024,45,Moravskoslezsko,1.779557335
Míry plodnosti,2024,45,Hlavní město Praha,2.490960225
Míry plodnosti,2024,45,Středočeský kraj,2.206665652
Míry plodnosti,2024,45,Jihočeský kraj,1.159644376
Míry plodnosti,2024,45,Plzeňský kraj,1.626346818
Míry plodnosti,2024,45,Karlovarský kraj,2.178649237
Míry plodnosti,2024,45,Ústecký kraj,1.095976202
Míry plodnosti,2024,45,Liberecký kraj,1.947690595
Míry plodnosti,2024,45,Královéhradecký kraj,1.886792453
Míry plodnosti,2024,45,Pardubický kraj,0.475059382
Míry plodnosti,2024,45,Kraj Vysočina,1.300390117
Míry plodnosti,2024,45,Jihomoravský kraj,1.830198271
Míry plodnosti,2024,45,Olomoucký kraj,1.223740567
Míry plodnosti,2024,45,Zlínský kraj,1.573033708
Míry plodnosti,2024,45,Moravskoslezský kraj,1.779557335
Míry plodnosti,2024,46,Česko,0.86202133
Míry plodnosti,2024,46,Praha,1.773192553
Míry plodnosti,2024,46,Střední Čechy,1.192161538
Míry plodnosti,2024,46,Jihozápad,0.768565664
Míry plodnosti,2024,46,Severozápad,0.790781744
Míry plodnosti,2024,46,Severovýchod,0.402317348
Míry plodnosti,2024,46,Jihovýchod,0.356786071
Míry plodnosti,2024,46,Střední Morava,0.92506938
Míry plodnosti,2024,46,Moravskoslezsko,0.650406504
Míry plodnosti,2024,46,Hlavní město Praha,1.773192553
Míry plodnosti,2024,46,Středočeský kraj,1.192161538
Míry plodnosti,2024,46,Jihočeský kraj,0.376010528
Míry plodnosti,2024,46,Plzeňský kraj,1.178781925
Míry plodnosti,2024,46,Karlovarský kraj,0.837520938
Míry plodnosti,2024,46,Ústecký kraj,0.773514851
Míry plodnosti,2024,46,Liberecký kraj,0.266951415
Míry plodnosti,2024,46,Královéhradecký kraj,0.453823463
Míry plodnosti,2024,46,Pardubický kraj,0.467836257
Míry plodnosti,2024,46,Kraj Vysočina,0.5
Míry plodnosti,2024,46,Jihomoravský kraj,0.299580587
Míry plodnosti,2024,46,Olomoucký kraj,1.17693213
Míry plodnosti,2024,46,Zlínský kraj,0.647808249
Míry plodnosti,2024,46,Moravskoslezský kraj,0.650406504
Míry plodnosti,2024,47,Česko,0.541418517
Míry plodnosti,2024,47,Praha,1.395272489
Míry plodnosti,2024,47,Střední Čechy,0.522349078
Míry plodnosti,2024,47,Jihozápad,0.371505526
Míry plodnosti,2024,47,Severozápad,0.217178847
Míry plodnosti,2024,47,Severovýchod,0.31024587
Míry plodnosti,2024,47,Jihovýchod,0.415397397
Míry plodnosti,2024,47,Střední Morava,0.599041534
Míry plodnosti,2024,47,Moravskoslezsko,0.423908436
Míry plodnosti,2024,47,Hlavní město Praha,1.395272489
Míry plodnosti,2024,47,Středočeský kraj,0.522349078
Míry plodnosti,2024,47,Jihočeský kraj,0.368324125
Míry plodnosti,2024,47,Plzeňský kraj,0.374742365
Míry plodnosti,2024,47,Karlovarský kraj,0.0
Míry plodnosti,2024,47,Ústecký kraj,0.298462916
Míry plodnosti,2024,47,Liberecký kraj,0.260078023
Míry plodnosti,2024,47,Královéhradecký kraj,0.434404865
Míry plodnosti,2024,47,Pardubický kraj,0.225022502
Míry plodnosti,2024,47,Kraj Vysočina,0.0
Míry plodnosti,2024,47,Jihomoravský kraj,0.581508044
Míry plodnosti,2024,47,Olomoucký kraj,1.138088012
Míry plodnosti,2024,47,Zlínský kraj,0.0
Míry plodnosti,2024,47,Moravskoslezský kraj,0.423908436
Míry plodnosti,2024,48,Česko,0.392718782
Míry plodnosti,2024,48,Praha,0.827061451
Míry plodnosti,2024,48,Střední Čechy,0.074460164
Míry plodnosti,2024,48,Jihozápad,0.362844702
Míry plodnosti,2024,48,Severozápad,0.205296654
Míry plodnosti,2024,48,Severovýchod,0.151217299
Míry plodnosti,2024,48,Jihovýchod,0.543183053
Míry plodnosti,2024,48,Střední Morava,0.387221684
Míry plodnosti,2024,48,Moravskoslezsko,0.622148486
Míry plodnosti,2024,48,Hlavní město Praha,0.827061451
Míry plodnosti,2024,48,Středočeský kraj,0.074460164
Míry plodnosti,2024,48,Jihočeský kraj,0.361598264
Míry plodnosti,2024,48,Plzeňský kraj,0.364099763
Míry plodnosti,2024,48,Karlovarský kraj,0.3756574
Míry plodnosti,2024,48,Ústecký kraj,0.141242938
Míry plodnosti,2024,48,Liberecký kraj,0.254647313
Míry plodnosti,2024,48,Královéhradecký kraj,0.21079258
Míry plodnosti,2024,48,Pardubický kraj,0.0
Míry plodnosti,2024,48,Kraj Vysočina,0.700443614
Míry plodnosti,2024,48,Jihomoravský kraj,0.478697942
Míry plodnosti,2024,48,Olomoucký kraj,0.365697568
Míry plodnosti,2024,48,Zlínský kraj,0.411437976
Míry plodnosti,2024,48,Moravskoslezský kraj,0.622148486
Míry plodnosti,2024,49,Česko,0.524901319
Míry plodnosti,2024,49,Praha,1.332223147
Míry plodnosti,2024,49,Střední Čechy,0.225360577
Míry plodnosti,2024,49,Jihozápad,0.80292622
Míry plodnosti,2024,49,Severozápad,0.200220242
Míry plodnosti,2024,49,Severovýchod,0.597907324
Míry plodnosti,2024,49,Jihovýchod,0.470841461
Míry plodnosti,2024,49,Střední Morava,0.285035629
Míry plodnosti,2024,49,Moravskoslezsko,0.200722601
Míry plodnosti,2024,49,Hlavní město Praha,1.332223147
Míry plodnosti,2024,49,Středočeský kraj,0.225360577
Míry plodnosti,2024,49,Jihočeský kraj,1.239815799
Míry plodnosti,2024,49,Plzeňský kraj,0.359518246
Míry plodnosti,2024,49,Karlovarský kraj,0.0
Míry plodnosti,2024,49,Ústecký kraj,0.275633958
Míry plodnosti,2024,49,Liberecký kraj,0.493705258
Míry plodnosti,2024,49,Královéhradecký kraj,0.208986416
Míry plodnosti,2024,49,Pardubický kraj,1.100352113
Míry plodnosti,2024,49,Kraj Vysočina,0.690607735
Míry plodnosti,2024,49,Jihomoravský kraj,0.380119738
Míry plodnosti,2024,49,Olomoucký kraj,0.540054005
Míry plodnosti,2024,49,Zlínský kraj,0.0
Míry plodnosti,2024,49,Moravskoslezský kraj,0.200722601
