Území;Ukazatel;Kumulace čtvrtletí;value
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2022;100.5039088395
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2021;100.2176481251
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2021;100.0313082049
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2021;99.5387944953
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2021;98.330074214
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2020;98.2877080323
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2020;98.3930153863
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2020;98.6902444048
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2020;99.9251088275
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2019;99.706956247
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2019;99.7774141382
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2019;99.9759687329
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2019;100.0703254726
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2018;101.5299449828
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2018;101.7206436781
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2018;101.8799782182
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2018;102.0347687758
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2017;102.2
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2017;102.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2017;102.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2017;102.2
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2016;101.8
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2016;101.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2016;102.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2016;102.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2015;102.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2015;102.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2015;102.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2015;102.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2014;101.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2014;100.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2014;100.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2014;100.4
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2013;99.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2013;98.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2013;98.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2013;99.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2012;100.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2012;100.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2012;100.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2012;100.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2011;99.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2011;99.8
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2011;99.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2011;99.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2010;99.2
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2010;98.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2010;97.8
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2010;96.5
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2009;94.5
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2009;94.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2009;95.4
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2009;96.4
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2008;100.8
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2008;101.4
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2008;101.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2008;101.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2007;101.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2007;101.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2007;101.8
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2007;101.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2006;100.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2006;100.6
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2006;100.5
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2006;100.5
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2005;101.6
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2005;101.6
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2005;101.6
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2005;101.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2004;100.2
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2004;100.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2004;99.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2004;99.5
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2003;100.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2003;100.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2003;99.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2003;99.9
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2002;97.5
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2002;97.8
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2002;98.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2002;98.7
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2001;101.1
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2001;101.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2001;101.0
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2001;100.4
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q4 2000;
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q3 2000;
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1-Q2 2000;
Česko;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);Q1 2000;
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2024;107.0595299242
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2024;106.9890620982
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2024;106.9184144063
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2024;107.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2023;107.9839885452
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2023;108.3399608555
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2023;108.6430127699
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2023;108.9310396629
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2022;104.324343916
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2022;103.8531994977
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2022;103.8134341069
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2022;105.2711344875
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2021;105.8069633456
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2021;106.5142539732
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2021;107.1065033302
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2021;103.001994547
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2020;104.6238621742
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2020;103.8785250265
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2020;103.1125279709
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2020;105.4918408553
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2019;107.8836085971
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2019;108.0061520115
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2019;108.1607677039
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2019;108.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2018;108.1392156463
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2018;108.5478303738
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2018;108.6351476241
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2018;108.5374215729
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2017;106.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2017;106.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2017;106.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2017;105.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2016;104.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2016;104.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2016;104.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2016;104.7
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2015;103.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2015;103.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2015;102.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2015;102.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2014;102.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2014;103.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2014;103.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2014;103.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2013;99.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2013;100.5
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2013;100.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2013;99.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2012;102.5
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2012;102.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2012;102.7
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2012;103.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2011;102.5
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2011;102.5
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2011;102.7
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2011;102.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2010;102.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2010;102.7
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2010;103.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2010;102.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2009;103.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2009;102.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2009;102.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2009;102.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2008;107.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2008;108.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2008;108.5
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2008;109.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2007;107.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2007;107.5
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2007;107.6
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2007;107.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2006;106.6
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2006;106.5
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2006;106.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2006;107.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2005;105.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2005;105.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2005;105.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2005;105.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2004;106.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2004;106.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2004;106.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2004;108.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2003;105.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2003;105.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2003;106.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2003;106.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2002;108.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2002;108.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2002;108.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2002;107.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2001;108.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2001;109.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2001;109.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2001;109.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q4 2000;
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q3 2000;
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1-Q2 2000;
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);Q1 2000;
